"weight";"lat";"lon"
"1";"33.966";"-118.699"
"1";"33.955";"-118.598"
"1";"33.936";"-118.109"
"1";"33.906";"-118.238"
"1";"33.896";"-118.949"
"1";"33.896";"-118.878"
"1";"33.896";"-118.839"
"1";"33.885";"-119.128"
"1";"33.885";"-118.729"
"1";"33.885";"-118.199"
"1";"33.885";"-118.189"
"1";"33.876";"-119.109"
"1";"33.846";"-118.759"
"1";"33.836";"-118.729"
"1";"33.836";"-118.458"
"1";"33.815";"-118.899"
"1";"33.806";"-118.389"
"1";"33.786";"-118.708"
"1";"33.775";"-118.869"
"1";"33.775";"-118.779"
"1";"33.775";"-118.628"
"1";"33.775";"-117.999"
"1";"33.766";"-118.389"
"1";"33.756";"-118.839"
"1";"33.745";"-118.759"
"1";"33.745";"-118.059"
"1";"33.726";"-118.048"
"1";"33.726";"-118.039"
"1";"33.716";"-118.208"
"1";"33.705";"-118.939"
"1";"33.705";"-118.848"
"1";"33.705";"-118.429"
"1";"33.705";"-118.389"
"1";"33.705";"-118.139"
"1";"33.696";"-118.439"
"1";"33.686";"-118.189"
"1";"33.666";"-118.128"
"1";"33.626";"-118.378"
"1";"33.605";"-118.329"
"1";"33.556";"-118.169"
"1";"33.525";"-118.128"
"1";"33.516";"-118.128"
"1";"33.495";"-118.169"
"1";"33.406";"-118.229"
"1";"33.406";"-118.098"
"1";"35.416";"-119.208"
"1";"35.296";"-119.598"
"1";"35.226";"-118.708"
"1";"35.216";"-118.699"
"1";"35.186";"-119.079"
"1";"35.135";"-118.738"
"1";"35.116";"-119.098"
"1";"35.116";"-118.679"
"1";"35.116";"-118.669"
"1";"35.105";"-119.089"
"1";"35.096";"-119.048"
"1";"35.096";"-118.839"
"1";"35.096";"-118.729"
"1";"35.096";"-118.639"
"1";"35.086";"-118.669"
"1";"35.076";"-118.969"
"1";"35.076";"-118.738"
"1";"35.065";"-118.669"
"1";"35.046";"-118.499"
"1";"35.036";"-118.609"
"1";"35.025";"-118.548"
"1";"35.016";"-118.759"
"1";"35.016";"-118.569"
"1";"35.006";"-118.809"
"1";"34.986";"-118.889"
"1";"34.976";"-118.658"
"1";"34.976";"-118.589"
"1";"34.966";"-118.529"
"1";"34.936";"-118.598"
"1";"34.906";"-119.018"
"1";"34.896";"-118.768"
"1";"34.896";"-118.609"
"1";"34.896";"-118.569"
"1";"34.896";"-118.458"
"1";"34.876";"-118.699"
"1";"34.876";"-118.458"
"1";"34.866";"-118.509"
"1";"34.866";"-118.499"
"1";"34.855";"-118.929"
"1";"34.855";"-118.889"
"1";"34.855";"-118.488"
"1";"34.846";"-118.589"
"1";"34.826";"-118.749"
"1";"34.826";"-118.669"
"1";"34.826";"-118.458"
"1";"34.815";"-118.729"
"1";"34.815";"-118.548"
"1";"34.806";"-118.559"
"1";"34.806";"-118.499"
"1";"34.796";"-119.208"
"1";"34.796";"-118.689"
"1";"34.786";"-118.839"
"1";"34.786";"-118.658"
"1";"34.786";"-118.548"
"1";"34.786";"-118.479"
"1";"34.775";"-118.759"
"1";"34.775";"-118.749"
"1";"34.775";"-118.569"
"1";"34.766";"-119.339"
"1";"34.756";"-118.859"
"1";"34.756";"-118.708"
"1";"34.756";"-118.669"
"1";"34.745";"-118.499"
"1";"34.736";"-118.509"
"1";"34.736";"-118.429"
"1";"34.726";"-118.829"
"1";"34.716";"-119.079"
"1";"34.716";"-118.829"
"1";"34.716";"-118.689"
"1";"34.716";"-118.679"
"1";"34.696";"-118.708"
"1";"34.696";"-118.658"
"1";"34.686";"-118.658"
"1";"34.675";"-118.658"
"1";"34.666";"-118.518"
"1";"34.656";"-118.679"
"1";"34.635";"-118.829"
"1";"34.635";"-118.628"
"1";"34.635";"-118.598"
"1";"34.635";"-118.408"
"1";"34.626";"-118.899"
"1";"34.626";"-118.488"
"1";"34.626";"-118.399"
"1";"34.616";"-118.798"
"1";"34.616";"-118.649"
"1";"34.586";"-119.179"
"1";"34.586";"-119.069"
"1";"34.576";"-118.469"
"1";"34.576";"-118.408"
"1";"34.565";"-119.109"
"1";"34.565";"-118.988"
"1";"34.556";"-118.449"
"1";"34.546";"-118.958"
"1";"34.546";"-118.389"
"1";"34.536";"-118.719"
"1";"34.525";"-119.109"
"1";"34.525";"-119.039"
"1";"34.525";"-118.348"
"1";"34.516";"-118.839"
"1";"34.516";"-118.569"
"1";"34.516";"-118.378"
"1";"34.516";"-118.369"
"1";"34.506";"-118.619"
"1";"34.495";"-119.069"
"1";"34.495";"-118.609"
"1";"34.495";"-118.569"
"1";"34.486";"-118.988"
"1";"34.466";"-118.339"
"1";"34.455";"-118.339"
"1";"34.446";"-118.359"
"1";"34.425";"-118.979"
"1";"34.425";"-118.969"
"1";"34.425";"-118.738"
"1";"34.425";"-118.329"
"1";"34.416";"-118.699"
"1";"34.416";"-118.389"
"1";"34.416";"-118.238"
"1";"34.406";"-118.848"
"1";"34.406";"-118.759"
"1";"34.406";"-118.378"
"1";"34.406";"-118.229"
"1";"34.406";"-118.189"
"1";"34.396";"-118.339"
"1";"34.396";"-118.238"
"1";"34.385";"-118.848"
"1";"34.385";"-118.759"
"1";"34.385";"-118.679"
"1";"34.376";"-118.298"
"1";"34.366";"-118.759"
"1";"34.355";"-118.378"
"1";"34.355";"-118.329"
"1";"34.346";"-118.658"
"1";"34.296";"-118.839"
"1";"34.275";"-118.819"
"1";"34.226";"-118.229"
"1";"34.216";"-118.839"
"1";"34.216";"-118.208"
"1";"34.205";"-118.859"
"1";"34.205";"-118.289"
"1";"34.196";"-118.809"
"1";"34.196";"-117.609"
"1";"34.146";"-118.679"
"1";"34.135";"-118.208"
"1";"34.126";"-118.238"
"1";"34.116";"-118.749"
"1";"34.116";"-118.319"
"1";"34.076";"-117.958"
"1";"34.056";"-118.158"
"1";"34.056";"-118.139"
"1";"34.036";"-118.119"
"1";"34.025";"-118.848"
"1";"34.025";"-118.179"
"1";"34.016";"-118.658"
"1";"34.006";"-118.908"
"1";"34.006";"-118.229"
"1";"33.995";"-118.669"
"1";"33.976";"-119.139"
"1";"33.976";"-119.109"
"1";"33.976";"-118.619"
"1";"33.955";"-118.079"
"1";"33.946";"-118.139"
"1";"33.896";"-119.048"
"1";"33.885";"-119.199"
"1";"33.885";"-118.908"
"1";"33.876";"-119.128"
"1";"33.866";"-119.348"
"1";"33.866";"-118.819"
"1";"33.855";"-118.708"
"1";"33.796";"-118.119"
"1";"33.786";"-118.969"
"1";"33.786";"-118.789"
"1";"33.775";"-118.848"
"1";"33.775";"-118.429"
"1";"33.775";"-118.389"
"1";"33.775";"-118.219"
"1";"33.766";"-118.878"
"1";"33.766";"-118.139"
"1";"33.745";"-118.889"
"1";"33.745";"-118.348"
"1";"33.736";"-119.079"
"1";"33.716";"-118.378"
"1";"33.546";"-118.229"
"1";"33.525";"-118.208"
"1";"33.506";"-118.249"
"1";"33.495";"-118.119"
"1";"33.486";"-118.229"
"1";"33.486";"-118.169"
"1";"33.476";"-118.238"
"1";"33.466";"-118.169"
"1";"33.416";"-118.238"
"1";"33.376";"-118.048"
"1";"33.376";"-118.039"
"1";"33.336";"-118.149"
"1";"33.336";"-118.069"
"1";"33.326";"-118.119"
"1";"35.406";"-119.628"
"1";"35.406";"-119.208"
"1";"35.406";"-119.199"
"1";"35.336";"-119.708"
"1";"35.315";"-119.069"
"1";"35.296";"-119.479"
"1";"35.236";"-119.779"
"1";"35.226";"-119.339"
"1";"35.226";"-118.768"
"1";"35.196";"-118.929"
"1";"35.175";"-119.059"
"1";"35.156";"-118.699"
"1";"35.146";"-118.839"
"1";"35.146";"-118.708"
"1";"35.146";"-118.689"
"1";"35.126";"-119.119"
"1";"35.126";"-118.679"
"1";"35.116";"-118.749"
"1";"35.116";"-118.699"
"1";"35.116";"-118.689"
"1";"35.096";"-119.089"
"1";"35.086";"-118.789"
"1";"35.076";"-118.999"
"1";"35.076";"-118.819"
"1";"35.076";"-118.628"
"1";"35.065";"-118.729"
"1";"35.046";"-118.649"
"1";"35.046";"-118.609"
"1";"35.036";"-118.699"
"1";"35.036";"-118.639"
"1";"35.025";"-118.988"
"1";"35.006";"-118.759"
"1";"34.995";"-118.639"
"1";"34.995";"-118.569"
"1";"34.995";"-118.518"
"1";"34.986";"-118.708"
"1";"34.986";"-118.539"
"1";"34.976";"-119.029"
"1";"34.955";"-118.649"
"1";"34.946";"-119.039"
"1";"34.936";"-118.529"
"1";"34.896";"-119.259"
"1";"34.896";"-118.518"
"1";"34.885";"-118.958"
"1";"34.885";"-118.798"
"1";"34.885";"-118.548"
"1";"34.885";"-118.509"
"1";"34.866";"-119.439"
"1";"34.866";"-118.488"
"1";"34.846";"-118.749"
"1";"34.846";"-118.679"
"1";"34.846";"-118.569"
"1";"34.836";"-118.449"
"1";"34.826";"-119.389"
"1";"34.815";"-118.639"
"1";"34.815";"-118.628"
"1";"34.815";"-118.479"
"1";"34.806";"-118.579"
"1";"34.796";"-119.369"
"1";"34.796";"-118.499"
"1";"34.775";"-118.699"
"1";"34.775";"-118.488"
"1";"34.766";"-118.729"
"1";"34.756";"-118.779"
"1";"34.756";"-118.589"
"1";"34.745";"-118.859"
"1";"34.745";"-118.798"
"1";"34.745";"-118.699"
"1";"34.745";"-118.669"
"1";"34.745";"-118.479"
"1";"34.736";"-118.899"
"1";"34.736";"-118.719"
"1";"34.726";"-118.548"
"1";"34.726";"-118.429"
"1";"34.726";"-118.419"
"1";"34.716";"-119.179"
"1";"34.696";"-118.768"
"1";"34.686";"-118.809"
"1";"34.686";"-118.699"
"1";"34.686";"-118.689"
"1";"34.686";"-118.639"
"1";"34.675";"-119.259"
"1";"34.656";"-119.119"
"1";"34.656";"-118.759"
"1";"34.646";"-119.069"
"1";"34.635";"-118.738"
"1";"34.635";"-118.449"
"1";"34.596";"-118.679"
"1";"34.576";"-119.039"
"1";"34.565";"-118.899"
"1";"34.565";"-118.399"
"1";"34.556";"-119.018"
"1";"34.556";"-118.719"
"1";"34.556";"-118.419"
"1";"34.536";"-118.738"
"1";"34.516";"-118.628"
"1";"34.506";"-118.579"
"1";"34.506";"-118.259"
"1";"34.506";"-118.229"
"1";"34.495";"-118.899"
"1";"34.495";"-118.639"
"1";"34.495";"-118.298"
"1";"34.486";"-118.369"
"1";"34.486";"-118.309"
"1";"34.466";"-118.829"
"1";"34.466";"-118.199"
"1";"34.455";"-118.939"
"1";"34.455";"-118.889"
"1";"34.455";"-118.319"
"1";"34.455";"-118.189"
"1";"34.446";"-118.738"
"1";"34.446";"-118.238"
"1";"34.446";"-118.208"
"1";"34.446";"-118.179"
"1";"34.436";"-118.878"
"1";"34.436";"-118.319"
"1";"34.416";"-118.939"
"1";"34.416";"-118.889"
"1";"34.406";"-118.988"
"1";"34.406";"-118.369"
"1";"34.396";"-119.018"
"1";"34.396";"-118.298"
"1";"34.396";"-118.219"
"1";"34.385";"-118.208"
"1";"34.376";"-118.969"
"1";"34.376";"-118.958"
"1";"34.376";"-118.929"
"1";"34.366";"-118.798"
"1";"34.355";"-118.689"
"1";"34.346";"-118.339"
"1";"34.336";"-118.789"
"1";"34.336";"-118.319"
"1";"34.296";"-118.238"
"1";"34.275";"-118.339"
"1";"34.275";"-118.298"
"1";"34.266";"-118.348"
"1";"34.216";"-118.229"
"1";"34.196";"-118.839"
"1";"34.196";"-118.829"
"1";"34.175";"-118.819"
"1";"34.156";"-117.889"
"1";"34.146";"-118.798"
"1";"34.146";"-118.329"
"1";"34.126";"-118.298"
"1";"34.126";"-117.848"
"1";"34.096";"-118.639"
"1";"34.065";"-118.029"
"1";"34.056";"-118.889"
"1";"34.056";"-118.149"
"1";"34.046";"-118.679"
"1";"34.046";"-118.219"
"1";"34.046";"-118.149"
"1";"34.025";"-118.899"
"1";"34.025";"-118.839"
"1";"34.025";"-118.119"
"1";"34.016";"-118.219"
"1";"33.995";"-119.109"
"1";"33.986";"-119.298"
"1";"33.986";"-119.079"
"1";"33.986";"-118.598"
"1";"33.986";"-118.348"
"1";"33.976";"-119.279"
"1";"33.966";"-119.179"
"1";"33.966";"-118.749"
"1";"33.916";"-119.458"
"1";"33.916";"-118.999"
"1";"33.916";"-118.149"
"1";"33.896";"-118.889"
"1";"33.896";"-118.729"
"1";"33.896";"-118.439"
"1";"33.896";"-118.149"
"1";"33.885";"-118.798"
"1";"33.885";"-118.169"
"1";"33.876";"-119.378"
"1";"33.876";"-119.119"
"1";"33.876";"-118.729"
"1";"33.876";"-118.219"
"1";"33.866";"-119.179"
"1";"33.855";"-119.329"
"1";"33.846";"-118.749"
"1";"33.846";"-118.419"
"1";"33.836";"-118.469"
"1";"33.826";"-118.789"
"1";"33.806";"-117.999"
"1";"33.796";"-118.878"
"1";"33.796";"-118.848"
"1";"33.766";"-118.669"
"1";"33.736";"-118.749"
"1";"33.716";"-117.969"
"1";"33.705";"-117.859"
"1";"33.675";"-118.378"
"1";"33.656";"-118.179"
"1";"33.646";"-118.899"
"1";"33.635";"-118.339"
"1";"33.596";"-118.109"
"1";"33.546";"-118.149"
"1";"33.525";"-118.229"
"1";"33.446";"-118.119"
"1";"33.396";"-118.208"
"1";"33.396";"-118.139"
"1";"33.385";"-118.029"
"1";"33.336";"-118.119"
"1";"33.266";"-118.069"
"1";"35.745";"-120.169"
"1";"35.476";"-119.889"
"1";"35.406";"-119.729"
"1";"35.326";"-119.149"
"1";"35.306";"-119.069"
"1";"35.275";"-119.458"
"1";"35.216";"-118.729"
"1";"35.205";"-118.689"
"1";"35.166";"-118.699"
"1";"35.156";"-118.719"
"1";"35.105";"-118.689"
"1";"35.056";"-118.669"
"1";"35.046";"-118.559"
"1";"35.025";"-118.719"
"1";"35.025";"-118.669"
"1";"35.016";"-118.979"
"1";"35.006";"-118.749"
"1";"34.995";"-118.889"
"1";"34.995";"-118.738"
"1";"34.995";"-118.539"
"1";"34.986";"-119.548"
"1";"34.976";"-118.899"
"1";"34.976";"-118.669"
"1";"34.976";"-118.628"
"1";"34.955";"-118.768"
"1";"34.946";"-118.929"
"1";"34.946";"-118.848"
"1";"34.936";"-118.639"
"1";"34.925";"-118.598"
"1";"34.925";"-118.559"
"1";"34.925";"-118.469"
"1";"34.916";"-118.689"
"1";"34.906";"-118.569"
"1";"34.885";"-118.469"
"1";"34.876";"-118.789"
"1";"34.876";"-118.619"
"1";"34.876";"-118.529"
"1";"34.866";"-118.949"
"1";"34.866";"-118.779"
"1";"34.866";"-118.768"
"1";"34.855";"-118.939"
"1";"34.846";"-118.809"
"1";"34.836";"-119.229"
"1";"34.836";"-118.539"
"1";"34.826";"-118.719"
"1";"34.815";"-118.609"
"1";"34.806";"-118.889"
"1";"34.806";"-118.719"
"1";"34.806";"-118.469"
"1";"34.796";"-118.708"
"1";"34.796";"-118.589"
"1";"34.786";"-118.619"
"1";"34.775";"-118.689"
"1";"34.775";"-118.449"
"1";"34.775";"-118.439"
"1";"34.766";"-118.768"
"1";"34.756";"-118.649"
"1";"34.736";"-118.768"
"1";"34.736";"-118.749"
"1";"34.736";"-118.729"
"1";"34.726";"-118.839"
"1";"34.726";"-118.458"
"1";"34.716";"-118.789"
"1";"34.716";"-118.408"
"1";"34.705";"-118.679"
"1";"34.705";"-118.499"
"1";"34.696";"-118.439"
"1";"34.696";"-118.389"
"1";"34.686";"-118.738"
"1";"34.686";"-118.708"
"1";"34.686";"-118.598"
"1";"34.686";"-118.369"
"1";"34.675";"-118.958"
"1";"34.675";"-118.738"
"1";"34.675";"-118.639"
"1";"34.675";"-118.439"
"1";"34.675";"-118.429"
"1";"34.675";"-118.359"
"1";"34.666";"-119.139"
"1";"34.666";"-118.628"
"1";"34.666";"-118.479"
"1";"34.656";"-118.899"
"1";"34.635";"-119.128"
"1";"34.626";"-118.789"
"1";"34.626";"-118.429"
"1";"34.626";"-118.419"
"1";"34.605";"-118.658"
"1";"34.605";"-118.499"
"1";"34.605";"-118.408"
"1";"34.596";"-118.899"
"1";"34.586";"-119.048"
"1";"34.586";"-118.768"
"1";"34.586";"-118.649"
"1";"34.576";"-118.899"
"1";"34.576";"-118.429"
"1";"34.565";"-118.419"
"1";"34.556";"-118.399"
"1";"34.556";"-118.289"
"1";"34.546";"-118.658"
"1";"34.546";"-118.628"
"1";"34.536";"-118.369"
"1";"34.525";"-118.759"
"1";"34.516";"-119.018"
"1";"34.516";"-118.929"
"1";"34.516";"-118.649"
"1";"34.516";"-118.339"
"1";"34.516";"-118.238"
"1";"34.506";"-118.298"
"1";"34.486";"-118.958"
"1";"34.476";"-118.598"
"1";"34.466";"-118.929"
"1";"34.466";"-118.298"
"1";"34.466";"-118.189"
"1";"34.455";"-118.908"
"1";"34.455";"-118.839"
"1";"34.446";"-118.889"
"1";"34.446";"-118.749"
"1";"34.446";"-118.408"
"1";"34.446";"-118.298"
"1";"34.436";"-118.919"
"1";"34.436";"-118.329"
"1";"34.436";"-118.309"
"1";"34.436";"-118.189"
"1";"34.425";"-118.919"
"1";"34.425";"-118.829"
"1";"34.416";"-118.399"
"1";"34.416";"-118.339"
"1";"34.416";"-118.319"
"1";"34.396";"-118.199"
"1";"34.385";"-118.988"
"1";"34.385";"-118.699"
"1";"34.385";"-118.259"
"1";"34.376";"-118.738"
"1";"34.376";"-118.378"
"1";"34.366";"-118.369"
"1";"34.346";"-118.929"
"1";"34.336";"-118.889"
"1";"34.275";"-118.119"
"1";"34.236";"-118.309"
"1";"34.226";"-118.329"
"1";"34.216";"-118.759"
"1";"34.186";"-118.829"
"1";"34.186";"-118.789"
"1";"34.156";"-118.329"
"1";"34.146";"-118.689"
"1";"34.126";"-118.988"
"1";"34.126";"-118.329"
"1";"34.105";"-118.649"
"1";"34.105";"-118.208"
"1";"34.096";"-118.649"
"1";"34.086";"-118.949"
"1";"34.086";"-118.628"
"1";"34.076";"-118.619"
"1";"34.076";"-118.249"
"1";"34.046";"-118.139"
"1";"34.036";"-118.219"
"1";"34.025";"-119.069"
"1";"34.025";"-118.729"
"1";"34.025";"-118.169"
"1";"34.016";"-118.839"
"1";"34.006";"-119.658"
"1";"34.006";"-119.059"
"1";"34.006";"-118.819"
"1";"34.006";"-118.238"
"1";"33.995";"-118.899"
"1";"33.986";"-118.738"
"1";"33.976";"-119.268"
"1";"33.976";"-118.639"
"1";"33.976";"-118.589"
"1";"33.976";"-118.579"
"1";"33.976";"-118.268"
"1";"33.966";"-119.259"
"1";"33.966";"-119.139"
"1";"33.966";"-118.878"
"1";"33.966";"-118.829"
"1";"33.936";"-119.039"
"1";"33.925";"-119.018"
"1";"33.916";"-119.048"
"1";"33.916";"-118.098"
"1";"33.896";"-119.098"
"1";"33.896";"-119.089"
"1";"33.896";"-118.939"
"1";"33.896";"-118.829"
"1";"33.896";"-118.809"
"1";"33.885";"-119.048"
"1";"33.885";"-118.988"
"1";"33.876";"-119.219"
"1";"33.866";"-118.809"
"1";"33.855";"-118.479"
"1";"33.846";"-118.908"
"1";"33.846";"-118.479"
"1";"33.836";"-118.779"
"1";"33.806";"-118.378"
"1";"33.796";"-118.569"
"1";"33.796";"-117.999"
"1";"33.786";"-118.958"
"1";"33.786";"-118.869"
"1";"33.786";"-118.419"
"1";"33.786";"-118.158"
"1";"33.775";"-118.919"
"1";"33.756";"-118.848"
"1";"33.756";"-117.829"
"1";"33.726";"-118.889"
"1";"33.726";"-118.169"
"1";"33.716";"-118.939"
"1";"33.716";"-118.859"
"1";"33.716";"-118.149"
"1";"33.716";"-118.039"
"1";"33.696";"-118.919"
"1";"33.675";"-118.488"
"1";"33.666";"-118.988"
"1";"33.666";"-118.369"
"1";"33.666";"-118.158"
"1";"33.646";"-118.389"
"1";"33.616";"-118.098"
"1";"33.586";"-118.289"
"1";"33.576";"-118.309"
"1";"33.525";"-118.139"
"1";"33.516";"-118.229"
"1";"33.476";"-118.229"
"1";"33.476";"-118.158"
"1";"33.466";"-118.149"
"1";"33.466";"-118.139"
"1";"33.436";"-118.219"
"1";"33.416";"-118.189"
"1";"33.396";"-118.079"
"1";"33.376";"-118.069"
"1";"33.366";"-118.048"
"1";"33.346";"-118.339"
"1";"33.346";"-118.158"
"1";"33.346";"-118.059"
"1";"35.736";"-120.158"
"1";"35.656";"-119.729"
"1";"35.586";"-120.048"
"1";"35.506";"-119.249"
"1";"35.476";"-119.878"
"1";"35.446";"-119.819"
"1";"35.446";"-119.639"
"1";"35.376";"-119.189"
"1";"35.355";"-119.169"
"1";"35.336";"-119.149"
"1";"35.315";"-118.749"
"1";"35.275";"-119.469"
"1";"35.275";"-119.119"
"1";"35.256";"-118.719"
"1";"35.226";"-119.128"
"1";"35.216";"-118.598"
"1";"35.186";"-119.059"
"1";"35.166";"-118.539"
"1";"35.146";"-118.768"
"1";"35.135";"-119.079"
"1";"35.126";"-119.169"
"1";"35.126";"-118.738"
"1";"35.126";"-118.689"
"1";"35.116";"-119.018"
"1";"35.116";"-118.848"
"1";"35.116";"-118.798"
"1";"35.096";"-118.798"
"1";"35.086";"-118.749"
"1";"35.086";"-118.628"
"1";"35.076";"-118.699"
"1";"35.076";"-118.598"
"1";"35.065";"-118.569"
"1";"35.006";"-118.969"
"1";"35.006";"-118.569"
"1";"34.995";"-118.699"
"1";"34.986";"-118.798"
"1";"34.986";"-118.729"
"1";"34.976";"-118.759"
"1";"34.976";"-118.649"
"1";"34.955";"-118.798"
"1";"34.936";"-118.839"
"1";"34.936";"-118.619"
"1";"34.925";"-118.878"
"1";"34.925";"-118.658"
"1";"34.906";"-118.798"
"1";"34.906";"-118.759"
"1";"34.896";"-118.969"
"1";"34.896";"-118.658"
"1";"34.896";"-118.529"
"1";"34.885";"-118.779"
"1";"34.885";"-118.768"
"1";"34.885";"-118.429"
"1";"34.876";"-118.628"
"1";"34.855";"-119.268"
"1";"34.855";"-119.238"
"1";"34.855";"-118.848"
"1";"34.855";"-118.598"
"1";"34.846";"-119.268"
"1";"34.846";"-118.899"
"1";"34.836";"-118.899"
"1";"34.836";"-118.859"
"1";"34.836";"-118.609"
"1";"34.826";"-118.729"
"1";"34.826";"-118.619"
"1";"34.826";"-118.609"
"1";"34.815";"-118.719"
"1";"34.815";"-118.488"
"1";"34.806";"-119.238"
"1";"34.806";"-118.869"
"1";"34.806";"-118.798"
"1";"34.806";"-118.689"
"1";"34.806";"-118.679"
"1";"34.796";"-118.749"
"1";"34.796";"-118.679"
"1";"34.796";"-118.429"
"1";"34.786";"-118.708"
"1";"34.786";"-118.669"
"1";"34.786";"-118.579"
"1";"34.775";"-118.548"
"1";"34.766";"-118.509"
"1";"34.766";"-118.429"
"1";"34.756";"-118.819"
"1";"34.756";"-118.539"
"1";"34.756";"-118.518"
"1";"34.745";"-118.679"
"1";"34.726";"-119.189"
"1";"34.726";"-118.449"
"1";"34.716";"-118.548"
"1";"34.705";"-118.749"
"1";"34.696";"-119.158"
"1";"34.696";"-118.749"
"1";"34.696";"-118.378"
"1";"34.675";"-118.699"
"1";"34.666";"-118.679"
"1";"34.656";"-119.139"
"1";"34.626";"-119.109"
"1";"34.626";"-118.889"
"1";"34.626";"-118.658"
"1";"34.616";"-119.048"
"1";"34.616";"-118.939"
"1";"34.596";"-118.369"
"1";"34.596";"-118.359"
"1";"34.586";"-118.738"
"1";"34.586";"-118.359"
"1";"34.576";"-118.949"
"1";"34.565";"-118.488"
"1";"34.556";"-118.869"
"1";"34.556";"-118.429"
"1";"34.546";"-118.768"
"1";"34.546";"-118.518"
"1";"34.546";"-118.369"
"1";"34.546";"-118.279"
"1";"34.536";"-118.348"
"1";"34.516";"-118.859"
"1";"34.506";"-119.009"
"1";"34.506";"-118.749"
"1";"34.506";"-118.399"
"1";"34.495";"-118.969"
"1";"34.495";"-118.378"
"1";"34.486";"-119.059"
"1";"34.486";"-118.399"
"1";"34.486";"-118.359"
"1";"34.476";"-118.348"
"1";"34.476";"-118.289"
"1";"34.476";"-118.219"
"1";"34.466";"-118.819"
"1";"34.455";"-118.949"
"1";"34.446";"-118.329"
"1";"34.436";"-118.929"
"1";"34.425";"-118.708"
"1";"34.396";"-118.878"
"1";"34.385";"-118.789"
"1";"34.385";"-118.378"
"1";"34.366";"-118.768"
"1";"34.366";"-118.348"
"1";"34.366";"-118.309"
"1";"34.355";"-118.789"
"1";"34.355";"-118.268"
"1";"34.346";"-118.268"
"1";"34.315";"-118.869"
"1";"34.306";"-118.259"
"1";"34.286";"-118.848"
"1";"34.286";"-118.378"
"1";"34.286";"-118.128"
"1";"34.236";"-118.219"
"1";"34.226";"-118.208"
"1";"34.216";"-118.369"
"1";"34.196";"-118.238"
"1";"34.186";"-118.809"
"1";"34.175";"-118.279"
"1";"34.175";"-117.658"
"1";"34.156";"-118.789"
"1";"34.156";"-118.768"
"1";"34.156";"-117.729"
"1";"34.135";"-118.679"
"1";"34.135";"-118.339"
"1";"34.126";"-118.189"
"1";"34.116";"-118.309"
"1";"34.105";"-118.669"
"1";"34.105";"-117.859"
"1";"34.096";"-118.958"
"1";"34.086";"-118.229"
"1";"34.065";"-118.069"
"1";"34.056";"-118.878"
"1";"34.056";"-118.369"
"1";"34.056";"-118.169"
"1";"34.056";"-118.128"
"1";"34.056";"-118.029"
"1";"34.046";"-118.268"
"1";"34.046";"-118.169"
"1";"34.025";"-118.878"
"1";"34.016";"-118.829"
"1";"33.995";"-119.158"
"1";"33.995";"-119.048"
"1";"33.995";"-118.339"
"1";"33.995";"-118.279"
"1";"33.986";"-118.789"
"1";"33.986";"-118.759"
"1";"33.976";"-119.149"
"1";"33.976";"-118.819"
"1";"33.955";"-119.219"
"1";"33.946";"-119.189"
"1";"33.946";"-119.149"
"1";"33.916";"-118.199"
"1";"33.906";"-119.029"
"1";"33.896";"-119.139"
"1";"33.896";"-119.069"
"1";"33.896";"-118.109"
"1";"33.885";"-118.979"
"1";"33.885";"-118.829"
"1";"33.885";"-118.179"
"1";"33.876";"-119.149"
"1";"33.876";"-119.098"
"1";"33.866";"-118.919"
"1";"33.846";"-118.768"
"1";"33.846";"-118.738"
"1";"33.846";"-118.458"
"1";"33.846";"-118.208"
"1";"33.826";"-118.708"
"1";"33.815";"-118.039"
"1";"33.806";"-118.899"
"1";"33.806";"-118.408"
"1";"33.796";"-118.679"
"1";"33.796";"-118.389"
"1";"33.796";"-118.229"
"1";"33.775";"-118.878"
"1";"33.775";"-118.749"
"1";"33.775";"-118.679"
"1";"33.775";"-118.639"
"1";"33.766";"-118.848"
"1";"33.756";"-118.859"
"1";"33.745";"-118.749"
"1";"33.716";"-118.889"
"1";"33.696";"-118.958"
"1";"33.696";"-118.449"
"1";"33.696";"-118.109"
"1";"33.686";"-118.969"
"1";"33.686";"-118.449"
"1";"33.686";"-118.219"
"1";"33.686";"-118.109"
"1";"33.675";"-118.359"
"1";"33.675";"-118.189"
"1";"33.666";"-118.619"
"1";"33.646";"-118.919"
"1";"33.646";"-118.619"
"1";"33.635";"-118.378"
"1";"33.635";"-118.319"
"1";"33.635";"-118.199"
"1";"33.605";"-118.119"
"1";"33.596";"-118.158"
"1";"33.596";"-117.908"
"1";"33.536";"-118.219"
"1";"33.525";"-118.158"
"1";"33.516";"-118.268"
"1";"33.516";"-118.219"
"1";"33.506";"-118.128"
"1";"33.486";"-118.268"
"1";"33.446";"-118.289"
"1";"33.446";"-118.079"
"1";"33.425";"-118.158"
"1";"33.425";"-118.069"
"1";"33.366";"-118.098"
"1";"33.296";"-118.158"
"1";"33.275";"-118.109"
"1";"35.986";"-119.609"
"1";"35.616";"-120.069"
"1";"35.586";"-119.449"
"1";"35.495";"-119.979"
"1";"35.495";"-119.249"
"1";"35.466";"-119.878"
"1";"35.446";"-119.279"
"1";"35.436";"-119.048"
"1";"35.385";"-119.529"
"1";"35.376";"-119.679"
"1";"35.366";"-118.768"
"1";"35.346";"-119.609"
"1";"35.336";"-119.569"
"1";"35.326";"-119.569"
